name	address	postal_code	stars	review_count	Categories
Angelino's Restaurant, Fairmount- Philadelphia    	849 N 25th St	19130	4.0	205	Italian
Fairmount Pizza and Grill    	2000 Fairmount Ave	19130	3.5	222	Italian
The Bishop's Collar     	2349 Fairmount Ave	19130	3.5	248	American
Sakura Japanese Cuisine     	1521 Spring Garden St	19130	3.5	142	Japanese
Bridgid's       	726 N 24th St	19130	4.0	244	Italian
Rose Tattoo Cafe     	1847 Callowhill St	19130	4.0	285	American
Kansai Japanese Cuisine     	1822 Spring Garden St	19130	4.0	189	Japanese
Bar Hygge      	1720 Fairmount Ave	19130	4.5	387	American
Kite & Key     	1836 Callowhill St	19130	3.5	439	American
Cafe L'Aube      	1631 Wallace St	19130	4.0	120	European
Brown Street Coffee & Bánhery   	2545 Brown St	19130	4.0	145	American
Figs       	2501 Meredith St	19130	4.0	300	African
Jack's Firehouse      	2130 Fairmount Ave	19130	3.5	569	American
Thirsty Dice      	1642 Fairmount Ave	19130	4.0	114	SE Asian
Alla Spina      	1410 Mt Vernon St	19130	3.5	395	Italian
Unit Su Vege     	2000 Hamilton St, Ste 106	19130	4.5	129	Chinese
Engimono Sushi      	1811 Fairmount Ave	19130	4.0	134	Japanese
Maza Taza      	1519 Spring Garden St	19130	4.5	108	European
OCF Coffee House     	2100 Fairmount Ave	19130	4.0	390	Jewish
Le Pain Quotidien     	1937 Callowhill St	19130	3.5	149	European
Blue Cat Restaurant     	1921 Fairmount Ave	19130	4.0	210	American
LaScala's Pronto      	1501 Spring Garden St	19130	3.5	171	Italian
Rybread       	1711 Fairmount Ave	19130	4.0	433	American
South       	600 N Broad St	19130	4.0	501	SE Asian
King of Tandoor     	1824 Callowhill St	19130	3.5	230	Indian
Christie's Deli      	1822 Spring Garden St, Unit B	19130	5.0	152	American
North Star Bar     	2639 Poplar St	19130	3.5	134	American
Stockyard Sandwich      	1541 Spring Garden St	19130	4.5	284	American
Luigi’s Pizza Fresca     	2401 Fairmount Ave	19130	4.0	249	Italian
Mugshots Coffeehouse      	1925 Fairmount Ave	19130	4.0	203	SE Asian
Sardi's Pollo A La Brasa   	4510 City Ave	19131	4.0	332	American
DJ Kitchen      	4040 City Ave	19131	4.5	117	Chinese
Saudia Shuler's Country Cookin'    	2836 N 22nd St	19132	3.5	178	American
Tacconelli's Pizzeria      	2604 E Somerset St	19134	4.0	372	European
Byrne's Tavern      	3301 Richmond St	19134	4.0	113	American
Gaul & Co. Malthouse    	3133 Gaul St	19134	4.5	127	American
Nemi Restaurant      	2636 E Ann St	19134	4.5	114	Mexican
Joe's Steaks + Soda Shop   	6030 Torresdale Ave	19135	4.5	380	Cheesesteaks
Tony's Famous Tomato Pie    	6300 Frankford Ave	19135	4.0	113	American
Chickie's & Pete's     	4010 Robbins Ave	19135	3.5	115	American
Sweet Lucy's Smokehouse     	7500 State Rd	19136	4.5	721	BBQ
Aya Asian Fusion     	7313-15 Frankford Ave	19136	3.5	127	Japanese
The Breakfast Boutique     	6830 Ogontz Ave	19138	4.0	138	American
Jamaican D's      	1265 E Chelten Ave	19138	4.0	157	American
Relish       	7152 Ogontz Ave	19138	3.5	368	SE Asian
Daleng Restaurant      	4653 Walnut St	19139	4.5	141	SE Asian
Lulu Cafe      	4508 Walnut St	19139	4.5	150	Chinese
Saad's Halal Restaurant     	4500 Walnut St	19139	4.5	702	Indian
Sister Muhammad's Kitchen     	4441 Germantown Ave	19140	4.0	126	American
Tierra Colombiana Restaurant     	4535 N 5th St	19140	4.0	402	American
Max's Steaks      	3653 Germantown Ave	19140	4.0	679	Cheesesteaks
Rhythm and Brunch     	6517 Elmwood Ave	19142	4.0	116	American
Mood Cafe      	4618 Baltimore Ave	19143	4.5	458	Indian
Vientiane Café      	4728 Baltimore Ave	19143	4.0	304	SE Asian
Fu-Wah Mini Market     	810 S 47th St	19143	4.5	247	American
Dottie's Donuts      	4529 Springfield Ave	19143	4.5	206	American
Booker's Restaurant and Bar    	5021 Baltimore Ave	19143	3.5	276	American
The Satellite Cafe     	701 S 50th St	19143	3.5	158	Jewish
Aksum Cafe      	4630 Baltimore Ave	19143	4.0	393	American
Gojjo Bar & Restaurant    	4540 Baltimore Ave	19143	3.5	111	African
Chili Szechuan      	4626 Baltimore Ave	19143	3.5	124	Chinese
Dahlak       	4708 Baltimore Ave	19143	3.5	164	African
Lee's Deli      	4700 Baltimore Ave	19143	4.5	175	American
Vietnam Cafe      	816 S 47th St	19143	4.0	357	SE Asian
Dock Street Brewery     	701 S 50th St	19143	4.0	549	American
Hibiscus Cafe      	4907 Catharine St	19143	4.5	150	American
48th Street Grille     	310 S 48th St	19143	4.5	275	American
Desi Village      	4527 Baltimore Ave	19143	3.5	113	Indian
Guacamole Mex-Grill      	4612 Woodland Ave	19143	4.0	118	Mexican
Rose Petals Cafe     	322 W Chelten Ave	19144	4.0	252	American
Hibachi 2 Go     	1414 Synder Ave	19145	3.5	105	Japanese
Sky Cafe      	1540 W Ritner St	19145	4.5	135	SE Asian
Chickie's & Pete's     	1526 Packer Ave	19145	3.5	590	American
Scannicchio's       	2500 S Broad & Porter	19145	4.0	187	Italian
Café y Chocolate     	1532 Snyder Ave	19145	4.5	369	Mexican
South Philadelphia Tap Room    	1509 Mifflin St, Newbold	19145	4.0	530	American
Cafe Nhan      	1606 W Passyunk Ave	19145	4.5	166	SE Asian
Popi's Italian Restaurant     	3120 S 20th St	19145	3.5	153	Italian
Circles Contemporary Asian     	1516 Tasker St	19145	3.5	377	SE Asian
Philip's Steaks      	2234 W Passyunk Ave	19145	3.5	307	Cheesesteaks
Hardena/Waroeng Surabaya Restaurant     	1754 S Hicks St	19145	4.5	383	SE Asian
Vegan Commissary      	1429 Wolf St	19145	4.5	144	American
La Rosa Pizzeria     	2106 S Broad St	19145	4.0	152	European
Tap Room On 19th    	2400 S 19th St	19145	4.0	183	American
Miss Rachel's Pantry     	1938 S Chadwick St	19145	5.0	119	SE Asian
D'jakarta Cafe      	1540 W Ritner St	19145	4.5	107	American
L'Angolo Ristorante      	1415 W Porter St	19145	4.5	386	Italian
Second District Brewing     	1939 S Bancroft St	19145	4.0	103	American
Pastificio       	1528 Packer Ave	19145	4.5	107	American
Nick's Old Original Roast Beef   	2149 S 20th St	19145	4.5	258	American
Stina Pizzeria      	1705 Snyder Ave	19145	4.5	112	European
Southgate       	1801 Lombard St	19146	4.0	323	American
Pub & Kitchen     	1946 Lombard St	19146	3.5	615	American
Kermit's Bake Shoppe     	2204 Washington Ave	19146	4.0	183	European
Bistro La Baia     	1700 Lombard St	19146	3.5	225	Italian
Ants Pants Café     	2212 S St	19146	4.0	531	American
La Va Cafe     	2100 S St	19146	3.5	201	American
Sbraga       	440 S Broad St	19146	4.0	375	American
Yeeroh       	1412 South St	19146	4.0	159	European
Roberto Cafe      	2108 South St	19146	3.5	106	Italian
Fitzwater Street Philly Bagels    	2001 Fitzwater St	19146	3.5	167	Jewish
Sweet Freedom Bakery     	1424 South St	19146	3.5	316	Bakery
Kei Sushi Restaurant     	1711 South St	19146	4.5	157	Japanese
Café Lutecia      	2301 Lombard St	19146	4.0	199	European
PHS Pop Up Garden    	1438 South St	19146	4.5	186	Mexican
The Cambridge      	1508 South St	19146	3.5	358	American
Lazaro's Pizzeria & Grill    	1743 South St	19146	4.0	368	Italian
Govinda's Vegetarian      	1408 South St	19146	3.5	476	Cheesesteaks
Nam Son Bakery     	1600 Carpenter St	19146	4.5	104	SE Asian
Farmicia       	15 S 3rd St	19146	4.0	1094	Italian
So Crepe      	1506 South St	19146	4.5	267	European
Founding Fathers Sports Bar & Grill  	1612 South St	19146	3.5	173	American
Cafe Ynez      	2025 Washington Ave	19146	4.5	276	Mexican
The Sidecar Bar & Grille   	2201 Christian St	19146	4.0	680	American
My Thai Restaurant     	2200 South St	19146	3.5	110	SE Asian
L'anima       	1001 S 17th St	19146	4.0	128	Italian
The QUICK FIXX     	1511 South St	19146	4.0	324	Italian
Rex at the Royal    	1524 S St	19146	4.5	471	American
Sawatdee Thai Restaurant     	534 S 15th St	19146	3.5	206	SE Asian
Pumpkin       	1713 South St	19146	4.0	432	American
Tio Flores      	1600 South St	19146	3.5	243	Mexican
Little Spoon Cafe     	1500 South St	19146	4.0	358	American
Thai Square Restaurant     	2521 Christian St	19146	4.0	162	SE Asian
Nori Sushi      	1636 South St	19146	4.0	115	Japanese
Indian Restaurant      	1634 South St	19146	3.5	328	Indian
Entree BYOB      	1608 South St	19146	4.5	408	Italian
Lou Bird's      	500 S 20th St	19146	4.0	161	American
Randazzo's Pizzeria      	1826 S St	19146	4.0	153	Italian
Nam Son      	1601 Washington Ave	19146	4.0	114	SE Asian
Los Camaradas      	918 S 22nd St	19146	4.0	190	Mexican
Rival Bros Coffee     	2400 Lombard St	19146	4.5	143	American
Bistro SouthEast      	1824 S St	19146	4.5	251	Korean
Jet Wine Bar     	1525 South St	19146	4.0	166	American
Miles Table      	1620 South St	19146	4.5	514	American
Meritage       	500 S 20th St	19146	4.0	162	American
Rosarios Pizzeria      	1501 Wharton St	19146	4.0	211	Mexican
American Sardine Bar     	1800 Federal St	19146	4.0	359	American
On Point Bistro     	1200 Point Breeze Ave	19146	4.5	240	American
Chick's Philly      	1807 Washington Ave	19146	4.0	216	American
Resurrection Ale House     	2425 Grays Ferry Ave	19146	4.0	257	American
The Tasty Toast     	1320 Point Breeze Ave	19146	4.0	143	American
BAP       	1224 South St	19147	4.5	205	Korean
Red Hook Coffee & Tea   	765 S 4th St	19147	4.5	183	Jewish
The Twisted Tail     	509 S 2nd St	19147	4.0	604	American
Whetstone Tavern      	700 S 5th St	19147	4.0	166	American
Golden Triangle      	610 S 5th St	19147	4.5	159	SE Asian
Dmitri's       	795 S 3rd St	19147	4.0	273	European
Pho Hoa Noodle Soup    	1111 S 11th St	19147	3.5	116	SE Asian
Xochitl       	408 S 2nd St	19147	3.5	453	American
Bitar's       	947 Federal St	19147	4.0	154	Middle Eastern
Tacodelphia       	427 S Broad St	19147	4.0	240	Mexican
Ralphs Italian Restaurant     	760 S 9th St	19147	3.5	653	Italian
Marrakesh       	517 S Leithgow St	19147	4.5	659	European
Hot Diggity!      	630 South St	19147	4.5	191	American
Essene Market & Café    	719 S 4th St	19147	3.5	149	Bakery
Sansom Kabob House     	1300 South St	19147	4.0	106	Indian
Federal Donuts      	1219 S 2nd St	19147	4.0	530	American
Le Viet Restaurant     	1019 S 11th St	19147	4.0	322	SE Asian
Shanks Original      	901 S Columbus Blvd	19147	3.5	132	American
Blue Corn      	940 S 9th St	19147	4.5	350	Mexican
Sky Cafe      	1122-38 Washington Ave, Ste B	19147	4.5	224	SE Asian
Bistrot La Minette     	623 S 6th St	19147	4.5	619	European
Alyan's Restaurant      	603 S 4th St	19147	4.0	289	Middle Eastern
Kanella South      	757 S Front St	19147	4.5	249	European
Southwark Restaurant      	701 S 4th St	19147	4.0	224	American
Brauhaus Schmitz      	718 South St	19147	4.0	764	European
Anthony's Italian Coffee House and Chocolate House 	903 S 9th St	19147	4.0	191	Italian
Bistro Romano      	120 Lombard St	19147	4.0	546	Italian
Emmy Squared - Queen Village   	632 S 5th St	19147	4.0	177	European
Pizzeria Stella      	420 S 2nd St	19147	4.0	601	Italian
Cochon       	801 E Passyunk Ave	19147	4.0	209	European
Supper       	926 S St	19147	3.5	402	American
Bridget Foy's      	200 South St	19147	3.5	312	American
International Smokeless BBQ     	600 Washington Ave	19147	3.5	102	Korean
Gleaner's Cafe      	917 S 9th St	19147	4.5	140	American
Slice       	1180 S 10th St	19147	3.5	302	Italian
Ratchada Thai & Laos Cuisine   	1117 S 11th St	19147	4.0	285	SE Asian
Warmdaddy's       	1400 S Christopher Columbus Blvd	19147	3.5	498	American
Ela       	627 S 3rd St	19147	4.0	323	American
Woodrow's Sandwich Shop     	630 South St	19147	4.5	312	Cheesesteaks
Ishkabibble's       	337 S St	19147	4.0	722	Cheesesteaks
Kennett       	848 S 2nd St	19147	4.0	144	American
Fiorella       	817 Christian St	19147	4.5	120	Italian
Maoz Vegetarian      	248 South St	19147	4.0	159	Middle Eastern
BAMBU       	600 Washington Ave, Ste 9	19147	4.0	170	SE Asian
Kisso Sushi      	205 N 4th St	19147	4.0	194	Japanese
Pho & Cafe Viet Huong   	1110 Washington Ave, Ste 2A	19147	3.5	242	SE Asian
Mole Poblano Restaurant     	1144 S 9th St	19147	4.5	149	Mexican
Devil's Den      	1148 S 11th St	19147	3.5	455	American
Monsú       	901 Christian St	19147	4.0	309	Italian
Francoluigi's Pizzeria & Italian Restaurant   	1549 S 13th St	19147	4.0	303	Italian
Kawaii Kitty Cafe     	759 S 4th St	19147	4.5	116	Japanese
Dante & Luigi's     	762 S 10th St	19147	4.0	415	Italian
Famous 4th Street Delicatessen    	700 S 4th St	19147	4.0	620	American
Jim's South St     	400 S St	19147	3.5	2736	Italian
Tattooed Mom      	530 South St	19147	4.0	692	American
Porto       	1301 S 11th St	19147	4.5	238	American
Tashan       	777 S Broad St	19147	4.0	395	Indian
Pho Saigon      	1100 S Christopher Columbus Blvd, Unit 22	19147	4.0	419	SE Asian
Nam Phuong      	1100 Washington Ave	19147	4.0	738	SE Asian
Philadelphia Java Company     	852 S 2nd St	19147	4.0	101	Jewish
Isgro Pastries      	1009 Christian St	19147	4.5	472	Bakery
Nomad Pizza Company     	611 S 7th St	19147	4.5	566	Italian
Percy Street Barbecue     	900 South St	19147	4.0	794	BBQ
Banh Mi and Bottles    	712-14 S St	19147	4.0	253	SE Asian
The Victor Cafe     	1303 Dickinson St	19147	4.5	437	Italian
The Living Room Cafe    	701 S 5th St	19147	4.5	139	American
Kosmo Pizza & Grille    	1347 S St, Ste 4	19147	4.5	162	American
Square Pie      	801 E Passyunk Ave	19147	4.5	145	Italian
Hawthornes Biercafé      	738 S 11th St	19147	4.0	716	American
Lorenzo's Pizza      	900 Christian St	19147	3.5	107	Cheesesteaks
Burrata       	1247 S 13th St	19147	4.5	155	Italian
Quetzally       	1225 Fitzwater St	19147	4.0	241	American
Cafe Fulya      	727 S 2nd St	19147	4.0	128	American
Serpico       	604 South St	19147	4.0	419	American
Tortilleria San Roman     	951 S 9th St	19147	5.0	219	Italian
Ms Tootsie's RBL     	1312 South St	19147	3.5	612	American
Bibou       	1009 S 8th St	19147	4.5	364	European
The Bagel Place     	404 Queen St	19147	4.0	171	Jewish
August       	1247 S 13th St	19147	4.0	106	Italian
Growlers       	736 S 8th St	19147	4.0	127	American
Amis Trattoria      	412 S 13th St	19147	4.0	762	Italian
El Rancho Viejo     	942 S 5th St	19147	5.0	110	Mexican
Ba Le Bakery     	606 Washington Ave	19147	3.5	234	SE Asian
M2O Burgers & Salads    	701 S 5th St	19147	4.0	111	American
The Dutch      	1527 S 4th St	19147	4.0	334	American
Mekong River      	1120 - 1124 Front St	19147	4.0	121	American
Milkboy       	401 South St	19147	3.5	108	SE Asian
Isot Mediterranean Cuisine     	622 S 6th St	19147	4.5	448	American
Tamarind       	117 S St	19147	4.0	309	SE Asian
Di Bruno Bros.     	930 S 9th St	19147	4.5	250	Italian
Sakana Omakasè Sushi     	616 S 2nd St, Fl 1	19147	4.5	157	Japanese
Horizons       	611 S 7th St	19147	4.5	179	American
South Philly Barbacoa     	1140 S 9th St	19147	4.5	593	Mexican
Termini Bros Bakery     	1523 S 8th St	19147	4.5	380	Bakery
Lorenzo & Sons Pizza    	305 S St	19147	4.0	657	Italian
La Fourno Ristorante Trattoria    	636 South St	19147	4.0	273	Italian
Kalaya       	764 S 9th St	19147	4.5	272	SE Asian
Triangle Tavern      	1338 S 10th St	19147	4.0	216	American
Sarcone’s Bakery      	758 S 9th St	19147	4.5	120	Bakery
Stateside       	1536 E Passyunk Ave	19147	3.5	358	American
Little Fish      	746 S 6th St	19147	4.5	529	American
Fitzwater Cafe      	728 S 7th St	19147	4.0	240	Italian
Taqueria La Veracruzana     	908 Washington Ave	19147	4.0	472	Mexican
Cavanaughs Headhouse      	421 S 2nd St	19147	3.5	108	American
South Street Souvlaki     	509 South St	19147	4.0	221	European
Sarcone's Deli      	734 S 9th St	19147	4.0	206	American
Pho 75      	1122 Washington Ave	19147	4.5	529	SE Asian
Royal Tavern      	937 E Passyunk Ave	19147	4.0	669	American
Santucci's Original Square Pizza    	901 S 10th St	19147	3.5	469	Italian
Ristorante Aroma      	1245 3rd St	19147	4.5	137	Italian
Tres Jalapenos      	901 S 8th St	19147	3.5	354	Mexican
Pho Ha      	600 Washington Ave	19147	4.0	485	Chinese
Cafe Crema      	1205 S 9th St	19147	4.0	147	Bakery
El Jarocho      	1138 S 13th St	19147	4.0	445	Mexican
Cosmi's Deli      	1501 S 8th St	19147	4.0	391	Cheesesteaks
James       	824 S 8th St	19147	4.0	101	American
Ishkabibble's       	517 S St	19147	3.5	191	American
Hungry Pigeon      	743 S 4th St	19147	4.0	449	American
Tommy DiNic's      	1136 Arch St	19147	4.0	2221	American
Brigantessa       	1520 E Passyunk Ave	19147	3.5	215	Italian
Indian Kitchen Lovash     	236 South St	19147	3.5	278	Indian
The Latest Dish     	613 S 4th St	19147	4.5	108	American
Gnocchi       	613 E Passyunk Ave	19147	4.0	260	Italian
Blackbird Pizzeria      	507 S 6th St	19147	4.0	716	European
Carman's Country Kitchen     	1301 S 11th St	19147	4.0	135	American
Leziz Turkish Cuisine     	611 E Passyunk Ave	19147	4.0	238	Middle Eastern
Little Italy Pizza & Trattoria   	342 Queen St	19147	3.5	101	European
Function Coffee Labs     	1001 S 10th St	19147	4.5	141	American
Iztaccihuatl       	1122 S 8th St	19147	4.0	132	American
Little Italy Pizza     	901 South St	19147	3.5	241	Italian
Villa Di Roma     	936 S 9th St	19147	4.0	421	Italian
Sumo Sushi      	401 S 13th St	19147	3.5	279	Japanese
Fond       	1537 S 11th St	19147	4.5	350	American
Black & Brew     	1523 E Passyunk Ave	19147	4.0	271	Jewish
La Nonna      	214 S St	19147	4.5	160	Italian
Pietro's Coal Oven Pizzeria    	121 South St	19147	4.0	216	Italian
Malbec Argentine Steakhouse     	400-402 S 2nd St	19147	4.0	193	SE Asian
Vegan Tree      	742 S St	19147	4.0	195	Bakery
The Wishing Well     	767 S 9th St	19147	3.5	179	American
Royal Sushi & Izakaya    	780-782 S 2nd St	19147	4.5	275	Japanese
Perla       	1535 S 11th St	19147	4.5	216	American
Golden Empress Garden     	618 South St	19147	3.5	181	Chinese
Sushi Planet      	624 S 3rd St	19147	3.5	192	Japanese
Cafe Diem      	1031 S 8th St	19147	4.5	264	SE Asian
Manny Brown's      	512 South St	19147	3.5	124	American
Catahoula       	775 S Front St	19147	4.0	330	American
Anastasi Seafood      	1101 S 9th St	19147	4.0	282	American
Nina's Trattoria      	910 S 9th St	19147	3.5	180	Italian
Cucina Forte      	768 S 8th St	19147	4.0	140	Italian
South Street Philly Bagels    	613 S 3rd St	19147	4.0	248	Jewish
The Good King Tavern    	614 S 7th St	19147	4.0	338	European
Ginza       	1100 S Front St	19147	4.5	137	Japanese
B2       	1500 E Passyunk Ave	19147	3.5	187	American
Puyero Venezuelan Flavor     	524 S 4th St	19147	4.5	170	American
New Wave Cafe     	784 S 3rd St	19147	3.5	225	American
Tamalex Restaurant      	1163 S 7th St	19147	4.5	149	Mexican
El Bocado      	1005 E Passyunk Ave	19147	5.0	104	American
Creperie Beau Monde & L'Etage   	624 S 6th St	19147	4.0	595	European
Al Zaytouna      	906 Christian St	19147	4.0	246	Middle Eastern
Cry Baby Pasta     	627 S 3rd St	19147	3.5	198	Italian
Prima Pizza Taqueria Mexicana    	1104 S 9th St	19147	4.5	126	Mexican
Saloon Restaurant      	750 S 7th St	19147	4.5	190	Italian
Paesano's Philly Style     	1017 S 9th St	19147	4.5	387	Italian
Bodhi Coffee      	410 S 2nd St	19147	4.0	167	American
Angelo's Pizzeria      	736 S 9th St	19147	4.5	393	European
Nora's Kitchen      	248 South St	19147	4.5	163	American
Lucky's Last Chance     	848 S 2nd St	19147	4.5	130	American
For Pete's Sake     	900 S Front St	19147	4.0	187	American
Boot & Saddle     	1131 S Broad St	19147	4.0	102	SE Asian
Caffe Valentino      	1245 S 3rd St	19147	3.5	106	Italian
Izumi       	1601 E Passyunk Ave	19148	4.0	219	Japanese
Oregon Steaks      	2654 S 10th St	19148	3.5	184	Cheesesteaks
Ippolito's Seafood      	3400 S Lawrence St	19148	4.0	101	American
Flannel       	1819 E Passyunk Ave	19148	4.5	113	American
Tre Scalini Ristorante     	1915 E Passyunk Ave	19148	3.5	159	Italian
SouthHouse       	2535 S 13th St	19148	4.5	158	American
John's Roast Pork     	14 E Snyder Ave	19148	4.5	1564	American
Gooey Looie's      	231 McClellan St	19148	4.5	251	Cheesesteaks
Pizzeria Pesto      	1925 S Broad St	19148	4.0	120	Italian
Irwin's       	800 Mifflin St	19148	4.0	111	European
Laurel       	1617 E Passyunk Ave	19148	4.5	326	American
Creme Brulee Bistro & Cafe   	1800 S 4th St	19148	4.5	165	European
Lucky 13 Pub     	1820 S 13th St	19148	4.0	126	American
Bomb Bomb      	1026 Wolf St	19148	4.0	107	Italian
AmeriThai       	1244 Snyder Ave	19148	4.0	120	SE Asian
Chhaya Cafe      	1819 E Passyunk Ave	19148	4.0	301	American
Pistola's Del Sur     	1934 E Passyunk Ave	19148	4.0	119	Mexican
Paradiso       	1627 E Passyunk Ave	19148	3.5	117	Italian
Noord       	1046 Tasker St	19148	4.5	396	American
Bing Bing Dim Sum    	1648 E Passyunk Ave	19148	4.0	557	Chinese
The Original Tony Lukes    	39 E Oregon Ave	19148	4.0	1910	American
Artisan Boulanger Patissier     	1218 Mifflin St	19148	4.5	194	European
Frangelli's Bakery      	847 W Ritner St	19148	4.5	161	Bakery
Pho Ha Saigon     	320 W Oregon Ave, Ste 1	19148	4.0	126	SE Asian
Stogie Joe's Tavern     	1801 E Passyunk Ave	19148	3.5	295	Italian
South Bowl      	19 E Oregon Ave	19148	3.5	249	American
Noir Restaurant & Bar    	1909 E Passyunk Ave	19148	4.0	154	Italian
Famous Dave's Bar-B-Que     	1936 S Columbus Blvd	19148	3.5	142	American
Nick's Charcoal Pit     	1242 Snyder Ave	19148	3.5	138	BBQ
Le Virtu      	1927 E Passyunk Ave	19148	4.0	389	Italian
Little Sicily 2     	1608 S Christopher Columbus Blvd	19148	4.5	252	Indian
Mike's BBQ      	1703 S 11th St	19148	4.5	244	BBQ
P'unk Burger      	1823 E Passyunk Ave	19148	3.5	278	American
Bok Bar      	800 Mifflin St	19148	4.0	251	Mexican
Palladino's       	1934 E Passyunk Ave	19148	3.5	102	Italian
Will BYOB      	1911 E Passyunk Ave	19148	4.0	229	American
Mr Martino's Trattoria     	1646 E Passyunk Ave	19148	4.0	153	Italian
Terryin       	358 Snyder Ave	19148	4.0	159	Japanese
Barcelona Wine Bar Passyunk    	1709 E Passyunk Ave	19148	4.5	608	European
Plenty Café      	1710 E Passyunk Ave	19148	3.5	153	American
Chiarella's Ristorante      	1600 S 11th St	19148	4.0	110	Italian
Los Gallos Mexican Taqueria    	951 Wolf St	19148	4.5	503	Mexican
Fuel       	1917 E Passyunk Ave	19148	3.5	262	American
Miller's Ale House     	2100 S Columbus Blvd	19148	3.5	132	American
Watkins Drinkery      	1712 S 10th St	19148	4.0	145	American
Ristorante Pesto      	1915 S Broad St	19148	4.5	578	Italian
LaScala's Birra      	1700 E Passyunk Ave	19148	4.0	383	Italian
Soulfedphilly       	6424 Castor Ave	19149	3.5	128	American
Jordan Johnson's Gourmet Seafood    	7199 Buselton Ave	19149	3.5	128	American
The Shake Seafood     	2141 Cottman Ave, Unit D	19149	4.0	189	American
House of Thai Cuisine    	3520 Cottman Ave	19149	4.5	266	SE Asian
The Taste of Brazil - Philadelphia  	6222 Bustleton Ave	19149	3.5	146	American
Steve's Prince of Steaks    	7200 Bustleton Ave	19149	4.0	488	American
Al-Sham Restaurant      	6738 Bustleton Ave	19149	4.0	206	American
China Gourmet      	2842 St Vincent Street	19149	4.0	132	Chinese
Marinucci's Deli - Mayfair    	2852 Saint Vincent St	19149	4.5	130	American
Rib Rack      	2100 Tyson Ave	19149	4.0	133	BBQ
Pho Le Lai     	2844 St Vincent St	19149	4.0	120	Chinese
Picanha Brazilian Steakhouse     	6501 Castor Ave	19149	3.5	236	American
Gilben's Bakery      	7405 Stenton Ave	19150	4.0	103	Bakery
Star Fusion      	2013 N 63rd St	19151	3.5	122	American
Jim's Steaks      	431 N 62nd St	19151	4.0	319	Cheesesteaks
The Blue Duck     	2859 Holme Ave	19152	4.0	495	American
Las Margaritas      	2538 Welsh Rd	19152	3.5	511	Mexican
Broncos Brazilian Steakhouse     	7634 Castor Ave	19152	4.5	102	American
Burger Bar at Gallo's    	8101 Roosevelt Blvd, Ste 3013	19152	3.5	122	American
Café Carmela      	2859 Holme Ave	19152	4.5	103	Italian
Gallo's Seafood      	8101 Roosevelt Blvd	19152	3.5	178	American
Vino Volo      	Philadelphia International Airport, Terminal D/E	19153	3.5	108	American
Aldo Lamberti Trattoria     	8500 Essington Ave	19153	4.5	107	Italian
Legal Sea Foods     	8500 Essington Ave	19153	4.0	326	American
K-POT Korean BBQ & Hot Pot  	789 Franklin Mills Cir	19154	4.5	349	Korean
Joe Santucci's Square Pizza Bar & Grill 	4050 Woodhaven Rd	19154	3.5	136	Italian
Independence Prime      	Philadelphia International Airport - 8000 Essington Ave, Terminal B	19155	3.5	108	American
Bui's       	38th St & Spruce St	19195	4.5	104	SE Asian
